Competition,Country,Code,Date,Time,HomeTeam,AwayTeam,FTHG,FTAG,FTR,Source
Ligue 1,France,F1,09/11/2025,19:45,Lyon,Paris SG,2,3,A,football-data
Ligue 1,France,F1,09/11/2025,19:45,Olympique Lyonnais,Paris Saint-Germain,2,3,A,fixturedownload
Serie A,Italy,I1,09/11/2025,19:45,Inter,Lazio,2,0,H,football-data
La Liga,Spain,SP1,09/11/2025,20:00,Celta,Barcelona,2,4,A,football-data
La Liga,Spain,SP1,09/11/2025,20:00,Celta,FC Barcelona,2,4,A,fixturedownload
Primeira Liga,Portugal,P1,09/11/2025,20:30,Benfica,Casa Pia,2,2,D,football-data
Primeira Liga,Portugal,P1,09/11/2025,20:30,SC Braga,Moreirense FC,2,1,H,fixturedownload
Primeira Liga,Portugal,P1,09/11/2025,20:30,SL Benfica,Casa Pia AC,2,2,D,fixturedownload
Primeira Liga,Portugal,P1,09/11/2025,20:30,Sp Braga,Moreirense,2,1,H,football-data
Bundesliga,Germany,D1,21/11/2025,19:30,1. FSV Mainz 05,TSG Hoffenheim,1,1,D,fixturedownload
Bundesliga,Germany,D1,21/11/2025,19:30,Mainz,Hoffenheim,1,1,D,football-data
Belgian Pro League,Belgium,B1,21/11/2025,19:45,Standard,Waregem,0,0,D,football-data
Ligue 1,France,F1,21/11/2025,19:45,Nice,Marseille,1,5,A,football-data
Ligue 1,France,F1,21/11/2025,19:45,OGC Nice,Olympique de Marseille,1,5,A,fixturedownload
La Liga,Spain,SP1,21/11/2025,20:00,Valencia,Levante,1,0,H,football-data
La Liga,Spain,SP1,21/11/2025,20:00,Valencia CF,Levante UD,1,0,H,fixturedownload
Turkish Super Lig,Turkey,T1,22/11/2025,11:30,Kayserispor,Gaziantep,0,3,A,football-data
Premier League,England,E0,22/11/2025,12:30,Burnley,Chelsea,0,2,A,football-data
La Liga,Spain,SP1,22/11/2025,13:00,Alaves,Celta,0,1,A,football-data
La Liga,Spain,SP1,22/11/2025,13:00,Deportivo Alavés,Celta,0,1,A,fixturedownload
Serie A,Italy,I1,22/11/2025,14:00,Cagliari,Genoa,3,3,D,football-data
Serie A,Italy,I1,22/11/2025,14:00,Udinese,Bologna,0,3,A,football-data
Turkish Super Lig,Turkey,T1,22/11/2025,14:00,Eyupspor,Karagumruk,1,1,D,football-data
Turkish Super Lig,Turkey,T1,22/11/2025,14:00,Eyüpspor,Fatih Karagümrük,1,1,D,fixturedownload
Bundesliga,Germany,D1,22/11/2025,14:30,1. FC Heidenheim 1846,Borussia Mönchengladbach,0,3,A,fixturedownload
Bundesliga,Germany,D1,22/11/2025,14:30,Augsburg,Hamburg,1,0,H,football-data
Bundesliga,Germany,D1,22/11/2025,14:30,Bayern Munich,Freiburg,6,2,H,football-data
Bundesliga,Germany,D1,22/11/2025,14:30,Borussia Dortmund,VfB Stuttgart,3,3,D,fixturedownload
Bundesliga,Germany,D1,22/11/2025,14:30,Dortmund,Stuttgart,3,3,D,football-data
Bundesliga,Germany,D1,22/11/2025,14:30,FC Augsburg,Hamburger SV,1,0,H,fixturedownload
Bundesliga,Germany,D1,22/11/2025,14:30,FC Bayern München,Sport-Club Freiburg,6,2,H,fixturedownload
Bundesliga,Germany,D1,22/11/2025,14:30,Heidenheim,M'gladbach,0,3,A,football-data
Bundesliga,Germany,D1,22/11/2025,14:30,VfL Wolfsburg,Bayer 04 Leverkusen,1,3,A,fixturedownload
Bundesliga,Germany,D1,22/11/2025,14:30,Wolfsburg,Leverkusen,1,3,A,football-data
Belgian Pro League,Belgium,B1,22/11/2025,15:00,St. Gilloise,Cercle Brugge,2,0,H,football-data
Premier League,England,E0,22/11/2025,15:00,Bournemouth,West Ham,2,2,D,football-data
Premier League,England,E0,22/11/2025,15:00,Brighton,Brentford,2,1,H,football-data
Premier League,England,E0,22/11/2025,15:00,Fulham,Sunderland,1,0,H,football-data
Premier League,England,E0,22/11/2025,15:00,Liverpool,Nott'm Forest,0,3,A,football-data
Premier League,England,E0,22/11/2025,15:00,Wolves,Crystal Palace,0,2,A,football-data
Scottish Premiership,Scotland,SC0,22/11/2025,15:00,Dundee United,Falkirk,0,3,A,football-data
Scottish Premiership,Scotland,SC0,22/11/2025,15:00,Hibernian,Dundee,2,0,H,football-data
Scottish Premiership,Scotland,SC0,22/11/2025,15:00,Kilmarnock,Motherwell,1,3,A,football-data
Scottish Premiership,Scotland,SC0,22/11/2025,15:00,Rangers,Livingston,2,1,H,football-data
La Liga,Spain,SP1,22/11/2025,15:15,Barcelona,Ath Bilbao,4,0,H,football-data
La Liga,Spain,SP1,22/11/2025,15:15,FC Barcelona,Athletic Club,4,0,H,fixturedownload
Eredivisie,Netherlands,N1,22/11/2025,15:30,NAC Breda,PSV Eindhoven,0,1,A,football-data
Eredivisie,Netherlands,N1,22/11/2025,15:30,NAC Breda,PSV,0,1,A,fixturedownload
Ligue 1,France,F1,22/11/2025,16:00,Lens,Strasbourg,1,0,H,football-data
Ligue 1,France,F1,22/11/2025,16:00,RC Lens,RC Strasbourg Alsace,1,0,H,fixturedownload
Serie A,Italy,I1,22/11/2025,17:00,Fiorentina,Juventus,1,1,D,football-data
Turkish Super Lig,Turkey,T1,22/11/2025,17:00,Galatasaray,Genclerbirligi,3,2,H,football-data
Turkish Super Lig,Turkey,T1,22/11/2025,17:00,Galatasaray,Gençlerbirligi,3,2,H,fixturedownload
Belgian Pro League,Belgium,B1,22/11/2025,17:15,Westerlo,Gent,0,0,D,football-data
Bundesliga,Germany,D1,22/11/2025,17:30,1. FC Köln,Eintracht Frankfurt,3,4,A,fixturedownload
Bundesliga,Germany,D1,22/11/2025,17:30,FC Koln,Ein Frankfurt,3,4,A,football-data
La Liga,Spain,SP1,22/11/2025,17:30,CA Osasuna,Real Sociedad,1,3,A,fixturedownload
La Liga,Spain,SP1,22/11/2025,17:30,Osasuna,Sociedad,1,3,A,football-data
Premier League,England,E0,22/11/2025,17:30,Newcastle,Man City,2,1,H,football-data
Eredivisie,Netherlands,N1,22/11/2025,17:45,Ajax,Excelsior,1,2,A,football-data
Eredivisie,Netherlands,N1,22/11/2025,17:45,Ajax,Excelsior Rotterdam,1,2,A,fixturedownload
Eredivisie,Netherlands,N1,22/11/2025,17:45,FC Volendam,FC Twente,1,1,D,fixturedownload
Eredivisie,Netherlands,N1,22/11/2025,17:45,Volendam,Twente,1,1,D,football-data
Ligue 1,France,F1,22/11/2025,18:00,Rennes,Monaco,4,1,H,football-data
Ligue 1,France,F1,22/11/2025,18:00,Stade Rennais FC,AS Monaco,4,1,H,fixturedownload
Belgian Pro League,Belgium,B1,22/11/2025,19:45,Club Brugge,Charleroi,1,0,H,football-data
Serie A,Italy,I1,22/11/2025,19:45,Napoli,Atalanta,3,1,H,football-data
Eredivisie,Netherlands,N1,22/11/2025,20:00,Heracles,Go Ahead Eagles,4,2,H,football-data
Eredivisie,Netherlands,N1,22/11/2025,20:00,Heracles Almelo,Go Ahead Eagles,4,2,H,fixturedownload
Eredivisie,Netherlands,N1,22/11/2025,20:00,Sparta Rotterdam,For Sittard,1,1,D,football-data
Eredivisie,Netherlands,N1,22/11/2025,20:00,Sparta Rotterdam,Fortuna Sittard,1,1,D,fixturedownload
La Liga,Spain,SP1,22/11/2025,20:00,Villarreal,Mallorca,2,1,H,football-data
La Liga,Spain,SP1,22/11/2025,20:00,Villarreal CF,RCD Mallorca,2,1,H,fixturedownload
Scottish Premiership,Scotland,SC0,22/11/2025,20:00,St Mirren,Celtic,0,1,A,football-data
Ligue 1,France,F1,22/11/2025,20:05,Paris SG,Le Havre,3,0,H,football-data
Ligue 1,France,F1,22/11/2025,20:05,Paris Saint-Germain,Havre Athletic Club,3,0,H,fixturedownload
Eredivisie,Netherlands,N1,23/11/2025,11:15,Heerenveen,AZ Alkmaar,3,1,H,football-data
Eredivisie,Netherlands,N1,23/11/2025,11:15,sc Heerenveen,AZ,3,1,H,fixturedownload
Serie A,Italy,I1,23/11/2025,11:30,Hellas Verona,Parma,1,2,A,fixturedownload
Serie A,Italy,I1,23/11/2025,11:30,Verona,Parma,1,2,A,football-data
Turkish Super Lig,Turkey,T1,23/11/2025,11:30,Goztep,Kocaelispor,0,0,D,football-data
Turkish Super Lig,Turkey,T1,23/11/2025,11:30,Göztepe,Kocaelispor,0,0,D,fixturedownload
Belgian Pro League,Belgium,B1,23/11/2025,12:30,Genk,Mechelen,0,1,A,football-data
La Liga,Spain,SP1,23/11/2025,13:00,Oviedo,Vallecano,0,0,D,football-data
La Liga,Spain,SP1,23/11/2025,13:00,Real Oviedo,Rayo Vallecano,0,0,D,fixturedownload
Eredivisie,Netherlands,N1,23/11/2025,13:30,Feyenoord,Nijmegen,2,4,A,football-data
Eredivisie,Netherlands,N1,23/11/2025,13:30,Feyenoord,N.E.C. Nijmegen,2,4,A,fixturedownload
Eredivisie,Netherlands,N1,23/11/2025,13:30,Telstar,Utrecht,1,1,D,football-data
Eredivisie,Netherlands,N1,23/11/2025,13:30,Telstar,FC Utrecht,1,1,D,fixturedownload
Ligue 1,France,F1,23/11/2025,14:00,AJ Auxerre,Olympique Lyonnais,0,0,D,fixturedownload
Ligue 1,France,F1,23/11/2025,14:00,Auxerre,Lyon,0,0,D,football-data
Premier League,England,E0,23/11/2025,14:00,Leeds,Aston Villa,1,2,A,football-data
Serie A,Italy,I1,23/11/2025,14:00,Cremonese,Roma,1,3,A,football-data
Turkish Super Lig,Turkey,T1,23/11/2025,14:00,Alanyaspor,Kasimpasa,1,2,A,football-data
Turkish Super Lig,Turkey,T1,23/11/2025,14:00,Besiktas,Samsunspor,1,1,D,football-data
Bundesliga,Germany,D1,23/11/2025,14:30,RB Leipzig,Werder Bremen,2,0,H,football-data
Bundesliga,Germany,D1,23/11/2025,14:30,RB Leipzig,SV Werder Bremen,2,0,H,fixturedownload
Belgian Pro League,Belgium,B1,23/11/2025,15:00,Antwerp,Dender,1,2,A,football-data
Scottish Premiership,Scotland,SC0,23/11/2025,15:00,Aberdeen,Hearts,1,0,H,football-data
La Liga,Spain,SP1,23/11/2025,15:15,Betis,Girona,1,1,D,football-data
La Liga,Spain,SP1,23/11/2025,15:15,Real Betis,Girona FC,1,1,D,fixturedownload
Eredivisie,Netherlands,N1,23/11/2025,15:45,FC Groningen,PEC Zwolle,2,2,D,fixturedownload
Eredivisie,Netherlands,N1,23/11/2025,15:45,Groningen,Zwolle,2,2,D,football-data
Ligue 1,France,F1,23/11/2025,16:15,Brest,Metz,3,2,H,football-data
Ligue 1,France,F1,23/11/2025,16:15,FC Nantes,FC Lorient,1,1,D,fixturedownload
Ligue 1,France,F1,23/11/2025,16:15,Nantes,Lorient,1,1,D,football-data
Ligue 1,France,F1,23/11/2025,16:15,Stade Brestois 29,FC Metz,3,2,H,fixturedownload
Ligue 1,France,F1,23/11/2025,16:15,Toulouse,Angers,0,1,A,football-data
Ligue 1,France,F1,23/11/2025,16:15,Toulouse FC,Angers SCO,0,1,A,fixturedownload
Bundesliga,Germany,D1,23/11/2025,16:30,FC St. Pauli,1. FC Union Berlin,0,1,A,fixturedownload
Bundesliga,Germany,D1,23/11/2025,16:30,St Pauli,Union Berlin,0,1,A,football-data
Premier League,England,E0,23/11/2025,16:30,Arsenal,Tottenham,4,1,H,football-data
Serie A,Italy,I1,23/11/2025,17:00,Lazio,Lecce,2,0,H,football-data
Turkish Super Lig,Turkey,T1,23/11/2025,17:00,Rizespor,Fenerbahce,2,5,A,football-data
Turkish Super Lig,Turkey,T1,23/11/2025,17:00,Çaykur Rizespor,Fenerbahçe,2,5,A,fixturedownload
Belgian Pro League,Belgium,B1,23/11/2025,17:30,RAAL La Louviere,Anderlecht,0,1,A,football-data
La Liga,Spain,SP1,23/11/2025,17:30,Getafe,Ath Madrid,0,1,A,football-data
La Liga,Spain,SP1,23/11/2025,17:30,Getafe CF,Atlético de Madrid,0,1,A,fixturedownload
Belgian Pro League,Belgium,B1,23/11/2025,18:15,Oud-Heverlee Leuven,St Truiden,1,2,A,football-data
Ligue 1,France,F1,23/11/2025,19:45,LOSC Lille,Paris FC,4,2,H,fixturedownload
Ligue 1,France,F1,23/11/2025,19:45,Lille,Paris FC,4,2,H,football-data
Serie A,Italy,I1,23/11/2025,19:45,Inter,Milan,0,1,A,football-data
La Liga,Spain,SP1,23/11/2025,20:00,Elche,Real Madrid,2,2,D,football-data
La Liga,Spain,SP1,23/11/2025,20:00,Elche CF,Real Madrid,2,2,D,fixturedownload
Turkish Super Lig,Turkey,T1,24/11/2025,17:00,Buyuksehyr,Trabzonspor,3,4,A,football-data
Turkish Super Lig,Turkey,T1,24/11/2025,17:00,Istanbul Basaksehir,Trabzonspor,3,4,A,fixturedownload
Turkish Super Lig,Turkey,T1,24/11/2025,17:00,Konyaspor,Antalyaspor,0,0,D,football-data
Serie A,Italy,I1,24/11/2025,17:30,Torino,Como,1,5,A,football-data
Serie A,Italy,I1,24/11/2025,19:45,Sassuolo,Pisa,2,2,D,football-data
La Liga,Spain,SP1,24/11/2025,20:00,Espanol,Sevilla,2,1,H,football-data
La Liga,Spain,SP1,24/11/2025,20:00,RCD Espanyol de Barcelona,Sevilla FC,2,1,H,fixturedownload
Premier League,England,E0,24/11/2025,20:00,Man United,Everton,0,1,A,football-data
UEFA Champions League,Europe,UCL,25/11/2025,17:45,Ajax,Benfica,0,2,A,fixturedownload
UEFA Champions League,Europe,UCL,25/11/2025,17:45,Galatasaray,Union SG,0,1,A,fixturedownload
Scottish Premiership,Scotland,SC0,25/11/2025,19:45,Motherwell,Hibernian,2,0,H,football-data
UEFA Champions League,Europe,UCL,25/11/2025,20:00,B. Dortmund,Villarreal,4,0,H,fixturedownload
UEFA Champions League,Europe,UCL,25/11/2025,20:00,Bodø/Glimt,Juventus,2,3,A,fixturedownload
UEFA Champions League,Europe,UCL,25/11/2025,20:00,Chelsea,Barcelona,3,0,H,fixturedownload
UEFA Champions League,Europe,UCL,25/11/2025,20:00,Man City,Leverkusen,0,2,A,fixturedownload
UEFA Champions League,Europe,UCL,25/11/2025,20:00,Marseille,Newcastle,2,1,H,fixturedownload
UEFA Champions League,Europe,UCL,25/11/2025,20:00,Napoli,Qarabag,2,0,H,fixturedownload
UEFA Champions League,Europe,UCL,25/11/2025,20:00,Slavia Praha,Athletic Club,0,0,D,fixturedownload
UEFA Champions League,Europe,UCL,26/11/2025,17:45,Copenhagen,Kairat Almaty,3,2,H,fixturedownload
UEFA Champions League,Europe,UCL,26/11/2025,17:45,Pafos,Monaco,2,2,D,fixturedownload
UEFA Champions League,Europe,UCL,26/11/2025,20:00,Arsenal,Bayern München,3,1,H,fixturedownload
UEFA Champions League,Europe,UCL,26/11/2025,20:00,Atleti,Inter,2,1,H,fixturedownload
UEFA Champions League,Europe,UCL,26/11/2025,20:00,Frankfurt,Atalanta,0,3,A,fixturedownload
UEFA Champions League,Europe,UCL,26/11/2025,20:00,Liverpool,PSV,1,4,A,fixturedownload
UEFA Champions League,Europe,UCL,26/11/2025,20:00,Olympiacos,Real Madrid,3,4,A,fixturedownload
UEFA Champions League,Europe,UCL,26/11/2025,20:00,Paris,Tottenham,5,3,H,fixturedownload
UEFA Champions League,Europe,UCL,26/11/2025,20:00,Sporting CP,Club Brugge,3,0,H,fixturedownload
UEFA Europa League,Europe,UEL,27/11/2025,17:45,Aston Villa,Young Boys,2,1,H,fixturedownload
UEFA Europa League,Europe,UEL,27/11/2025,17:45,Fenerbahçe,Ferencváros,1,1,D,fixturedownload
UEFA Europa League,Europe,UEL,27/11/2025,17:45,Feyenoord,Celtic,1,3,A,fixturedownload
UEFA Europa League,Europe,UEL,27/11/2025,17:45,Lille,GNK Dinamo,4,0,H,fixturedownload
UEFA Europa League,Europe,UEL,27/11/2025,17:45,Ludogorets,Celta,3,2,H,fixturedownload
UEFA Europa League,Europe,UEL,27/11/2025,17:45,PAOK,Brann,1,1,D,fixturedownload
UEFA Europa League,Europe,UEL,27/11/2025,17:45,Porto,Nice,3,0,H,fixturedownload
UEFA Europa League,Europe,UEL,27/11/2025,17:45,Roma,Midtjylland,2,1,H,fixturedownload
UEFA Europa League,Europe,UEL,27/11/2025,17:45,Viktoria Plzen,Freiburg,0,0,D,fixturedownload
UEFA Europa League,Europe,UEL,27/11/2025,20:00,Bologna,Salzburg,4,1,H,fixturedownload
UEFA Europa League,Europe,UEL,27/11/2025,20:00,Crvena Zvezda,FCSB,1,0,H,fixturedownload
UEFA Europa League,Europe,UEL,27/11/2025,20:00,Genk,Basel,2,1,H,fixturedownload
UEFA Europa League,Europe,UEL,27/11/2025,20:00,Go Ahead Eagles,Stuttgart,0,4,A,fixturedownload
UEFA Europa League,Europe,UEL,27/11/2025,20:00,M. Tel-Aviv,Lyon,0,6,A,fixturedownload
UEFA Europa League,Europe,UEL,27/11/2025,20:00,Nott'm Forest,Malmö,3,0,H,fixturedownload
UEFA Europa League,Europe,UEL,27/11/2025,20:00,Panathinaikos,Sturm Graz,2,1,H,fixturedownload
UEFA Europa League,Europe,UEL,27/11/2025,20:00,Rangers,Braga,1,1,D,fixturedownload
UEFA Europa League,Europe,UEL,27/11/2025,20:00,Real Betis,Utrecht,2,1,H,fixturedownload
Turkish Super Lig,Turkey,T1,28/11/2025,17:00,Kocaelispor,Genclerbirligi,1,0,H,football-data
Turkish Super Lig,Turkey,T1,28/11/2025,17:00,Kocaelispor,Gençlerbirligi,1,0,H,fixturedownload
Eredivisie,Netherlands,N1,28/11/2025,19:00,PEC Zwolle,sc Heerenveen,2,1,H,fixturedownload
Eredivisie,Netherlands,N1,28/11/2025,19:00,Zwolle,Heerenveen,2,1,H,football-data
Bundesliga,Germany,D1,28/11/2025,19:30,Borussia Mönchengladbach,RB Leipzig,0,0,D,fixturedownload
Bundesliga,Germany,D1,28/11/2025,19:30,M'gladbach,RB Leipzig,0,0,D,football-data
Belgian Pro League,Belgium,B1,28/11/2025,19:45,Mechelen,Standard,0,1,A,football-data
Ligue 1,France,F1,28/11/2025,19:45,FC Metz,Stade Rennais FC,0,1,A,fixturedownload
